"SEX","ORIGIN","RACE","YEAR","TOTAL_POP","POP_0","POP_1","POP_2","POP_3","POP_4","POP_5","POP_6","POP_7","POP_8","POP_9","POP_10","POP_11","POP_12","POP_13","POP_14","POP_15","POP_16","POP_17","POP_18","POP_19","POP_20","POP_21","POP_22","POP_23","POP_24","POP_25","POP_26","POP_27","POP_28","POP_29","POP_30","POP_31","POP_32","POP_33","POP_34","POP_35","POP_36","POP_37","POP_38","POP_39","POP_40","POP_41","POP_42","POP_43","POP_44","POP_45","POP_46","POP_47","POP_48","POP_49","POP_50","POP_51","POP_52","POP_53","POP_54","POP_55","POP_56","POP_57","POP_58","POP_59","POP_60","POP_61","POP_62","POP_63","POP_64","POP_65","POP_66","POP_67","POP_68","POP_69","POP_70","POP_71","POP_72","POP_73","POP_74","POP_75","POP_76","POP_77","POP_78","POP_79","POP_80","POP_81","POP_82","POP_83","POP_84","POP_85","POP_86","POP_87","POP_88","POP_89","POP_90","POP_91","POP_92","POP_93","POP_94","POP_95","POP_96","POP_97","POP_98","POP_99","POP_100"
1,0,7,2024,132665951,1612274,1614212,1615644,1615293,1613612,1610720,1607135,1603325,1595135,1600696,1603484,1594873,1602171,1629330,1622024,1621949,1675517,1692100,1692465,1695227,1709407,1703637,1701604,1744591,1775788,1756808,1755934,1759309,1776809,1804442,1825087,1842014,1876498,1889849,1880383,1808555,1773396,1746761,1752584,1756883,1691562,1711394,1703079,1682648,1710444,1598075,1567731,1543243,1492106,1536272,1477258,1487280,1558863,1654678,1677071,1587525,1543787,1545287,1563728,1655039,1680121,1670891,1668555,1682163,1681497,1614896,1595214,1562841,1489611,1464251,1389798,1323732,1259723,1197280,1146398,1100078,1073934,1110324,782351,747631,705795,699627,576535,495656,440338,391233,346333,292874,254595,219913,176586,150980,126282,103707,83894,63373,48579,35769,25124,17607,25267
1,0,7,2025,133338501,1613278,1615957,1618291,1618950,1618220,1616421,1613733,1610417,1606956,1598906,1604538,1607234,1598544,1605998,1633574,1627289,1628842,1684333,1702814,1704346,1707584,1721639,1715320,1712531,1754901,1785510,1766161,1764863,1768016,1785049,1812134,1831839,1847818,1881334,1894052,1884044,1811572,1775493,1748316,1753443,1757079,1691342,1710777,1702308,1681874,1709225,1596522,1565287,1539689,1487640,1530624,1471090,1480549,1551236,1646091,1667861,1578375,1534351,1535124,1552593,1642237,1666072,1655708,1652072,1664076,1661769,1594251,1572990,1539052,1464840,1437573,1362067,1294717,1229340,1165524,1112956,1064837,1036004,1066989,748646,711752,667929,657601,537819,458493,403602,355178,311163,260177,223381,190336,150574,126673,104123,83928,66548,49207,36884,26516,18163,26837
1,0,7,2026,133996926,1613879,1617030,1620066,1621624,1621895,1621044,1619449,1617029,1614060,1610788,1602766,1608313,1610944,1602400,1610271,1638856,1634204,1637769,1695141,1714814,1716842,1719970,1733456,1726409,1723060,1764816,1794942,1775199,1773689,1776401,1792911,1819043,1837824,1852844,1885690,1897829,1887019,1813801,1777101,1749345,1753816,1756834,1690943,1710111,1701580,1680883,1707408,1594096,1561767,1535155,1482355,1524300,1464558,1473471,1543401,1637278,1658351,1568904,1524466,1524458,1540923,1628804,1651222,1639645,1634642,1644895,1640821,1572362,1549355,1513770,1438486,1409205,1332551,1263833,1197079,1131891,1077660,1027649,996016,1021287,713046,673900,628156,613745,497775,420506,366663,319351,276643,228475,193518,162457,126464,104562,84368,66657,51743,37407,27378,19202,28146
1,0,7,2027,134639558,1614117,1617702,1621174,1623425,1624593,1624739,1624086,1622765,1620697,1617910,1614621,1606522,1612035,1614828,1606715,1615623,1645833,1643220,1648721,1707275,1727438,1729380,1731951,1744686,1737076,1733175,1774420,1804057,1784121,1782171,1784375,1799966,1825168,1842977,1857379,1889587,1900902,1889186,1815483,1778189,1749886,1753729,1756382,1690462,1709489,1700649,1679305,1704689,1590609,1557273,1529802,1476412,1517591,1457696,1466207,1535364,1628163,1648513,1558980,1514091,1513260,1528654,1614581,1635483,1622636,1616114,1624483,1618572,1549054,1524232,1486855,1410431,1378990,1301093,1231004,1162874,1096341,1040388,988358,953782,972981,675434,634097,586601,568353,456809,382280,329923,284151,243136,198111,165334,136587,104503,84821,67091,51893,39387,27805,19854,29642
1,0,7,2028,135265096,1613876,1618007,1621880,1624561,1626414,1627456,1627803,1627420,1626450,1624570,1621764,1618362,1610236,1615930,1619174,1612117,1622682,1654920,1654273,1661018,1720037,1740110,1741508,1743334,1755488,1747322,1742967,1783694,1813042,1792691,1790231,1791534,1806223,1830449,1847631,1861447,1892769,1903157,1890798,1816639,1778784,1749949,1753415,1755846,1690023,1708664,1699125,1676838,1700862,1586151,1551958,1523785,1470093,1510556,1450655,1458773,1527064,1618739,1638207,1548554,1503194,1501479,1515641,1599474,1618791,1604537,1596369,1602786,1594875,1524254,1497462,1458179,1380528,1346761,1267626,1196170,1126698,1058783,1000992,946837,909096,921914,635848,592477,543550,521891,415554,344217,293783,249950,211006,169428,139152,112997,84869,67536,52301,39557,29320,20189,31000
1,0,7,2029,135872642,1613291,1617835,1622215,1625290,1627572,1629294,1630540,1631157,1631124,1630346,1628442,1625523,1622067,1614131,1620295,1624602,1619230,1631867,1666061,1666688,1673955,1732847,1752361,1753032,1754284,1765857,1757237,1752419,1792836,1821675,1800830,1797472,1797884,1811631,1835224,1851814,1864793,1895130,1904855,1891875,1817288,1778895,1749779,1753011,1755348,1689374,1707243,1696717,1673289,1696023,1580865,1545984,1517383,1463465,1503352,1443458,1451101,1518485,1608862,1627388,1537601,1491724,1488956,1501794,1583434,1601007,1585230,1575354,1579655,1569648,1497810,1468921,1427592,1348604,1312451,1232107,1159317,1088455,1019057,959327,902860,861815,868179,594431,549319,499435,475062,374449,306756,258636,217116,180628,142744,115243,91877,67656,52715,39919,29486,21319,32062
1,0,7,2030,136461393,1612540,1617315,1622073,1625655,1628324,1630474,1632393,1633908,1634880,1635035,1634235,1632217,1629246,1625961,1618501,1625748,1631752,1628485,1643119,1678569,1679743,1686940,1745243,1763998,1764102,1764791,1775890,1766807,1761730,1801613,1829869,1808144,1803896,1803381,1816526,1839522,1855269,1867313,1896919,1906011,1892445,1817452,1778772,1749509,1752634,1754631,1688133,1704932,1693221,1668750,1690331,1574923,1539623,1510674,1456676,1495984,1436039,1443181,1509491,1598486,1616029,1526065,1479516,1475618,1487060,1566316,1582017,1564656,1552926,1554999,1542726,1469585,1438448,1394908,1314596,1276018,1194501,1120333,1047987,977017,915160,856285,812010,811942,551449,505051,454933,428369,333943,270279,224865,186036,152334,118346,93812,73332,52875,40287,29800,21471,33469
1,0,7,2031,137030988,1611713,1616624,1621581,1625532,1628703,1631243,1633588,1635775,1637646,1638810,1638939,1638026,1635958,1633157,1630345,1623967,1632931,1641052,1639818,1655754,1691724,1692845,1699506,1757016,1775181,1774723,1774954,1785563,1776217,1770663,1809946,1837226,1814629,1809460,1808363,1820936,1843095,1857899,1869259,1898169,1906657,1892524,1817370,1778538,1749258,1752039,1753317,1686019,1701541,1688740,1663378,1683961,1568592,1532948,1503793,1449740,1488389,1428376,1434877,1500040,1587582,1604056,1513780,1466495,1461404,1471302,1548019,1561771,1542688,1529007,1528668,1513966,1439426,1405863,1360082,1278462,1237434,1154704,1079059,1005127,932413,868339,807192,759844,753586,507319,460357,410518,382317,294473,235198,192858,157056,126434,96449,74962,57379,40465,30117,21727,34457
1,0,7,2032,137581293,1610929,1615862,1620919,1625063,1628602,1631637,1634371,1636987,1639529,1641593,1642730,1642747,1641780,1639889,1637562,1635840,1631172,1642271,1652439,1652539,1669038,1704929,1705529,1711448,1768326,1785899,1784996,1784744,1795073,1785247,1779140,1817437,1843760,1820249,1814502,1812850,1824615,1845836,1859950,1870668,1898906,1906810,1892357,1817170,1778321,1748785,1750847,1751116,1682838,1697168,1683422,1657340,1677198,1561945,1526110,1496758,1442585,1480552,1420339,1426139,1490092,1576073,1591297,1500660,1452599,1446180,1454422,1528490,1540136,1519229,1503436,1500519,1483206,1407149,1371108,1323060,1240176,1196592,1112556,1035321,959608,885086,818945,755727,705646,693668,462734,415710,366676,337400,256476,201909,162977,130496,103153,77159,58732,43967,30289,21988,35243
1,0,7,2033,138112451,1610296,1615137,1620182,1624423,1628151,1631552,1634780,1637788,1640756,1643489,1645529,1646549,1646515,1645728,1644313,1643084,1643091,1640539,1653702,1665223,1665917,1682377,1717711,1717581,1722915,1779169,1796267,1794889,1794367,1804196,1793818,1786774,1824088,1849415,1825342,1819042,1816599,1827456,1847989,1861457,1871555,1899148,1906713,1892078,1816977,1777879,1747714,1748777,1747835,1678685,1691967,1677438,1650911,1670110,1555126,1519113,1489494,1435201,1472334,1411880,1416940,1479582,1563799,1577662,1486644,1437693,1429849,1436379,1507593,1517010,1494131,1476071,1470381,1450268,1372700,1334149,1283812,1199627,1153307,1067862,988834,911274,835122,767130,702213,649936,633094,418155,371592,323865,294111,220383,170799,135554,106587,82622,60526,45063,32951,22146,35904
1,0,7,2034,138624941,1609920,1614558,1619480,1623708,1627527,1631118,1634708,1638210,1641569,1644734,1647438,1649365,1650332,1650481,1650173,1649859,1650366,1652518,1652003,1666533,1678663,1679348,1695288,1729860,1729153,1733907,1789647,1806246,1804605,1803595,1812857,1801534,1793554,1829854,1854540,1829932,1822838,1819511,1829710,1849595,1862443,1871940,1899139,1906499,1891803,1816552,1776840,1745770,1745632,1743571,1673720,1686104,1671067,1644157,1662848,1548148,1511887,1481995,1427450,1463688,1402967,1407210,1468341,1550660,1563092,1471600,1421691,1412372,1417044,1485243,1492247,1467247,1446746,1438073,1415085,1336047,1294952,1242219,1156627,1107384,1020308,939427,860219,782667,713198,647153,593570,572486,374068,328477,282566,252952,186617,142215,110840,85473,64894,46497,33819,24125,36433
1,0,7,2035,139119356,1609808,1614236,1618926,1623027,1626828,1630510,1634288,1638152,1642008,1645557,1648696,1651285,1653162,1654313,1654947,1655744,1657174,1659838,1664055,1664870,1680025,1692158,1692351,1707559,1741526,1740243,1744528,1799731,1816048,1813918,1812352,1820647,1808393,1799443,1835083,1859156,1833777,1825795,1821832,1831417,1850671,1862926,1872073,1899011,1906286,1891296,1815525,1774920,1742765,1741516,1738483,1668105,1679856,1664372,1637230,1655419,1540932,1504424,1474124,1419286,1454569,1393528,1396776,1456289,1536599,1547448,1455436,1404550,1393619,1396342,1461291,1465702,1438405,1415283,1403545,1377635,1297160,1253390,1198091,1110985,1058488,969733,887198,806582,728029,657661,591409,537123,512489,330929,286834,243249,214406,155549,116419,88992,67216,49918,34941,24794,38128
1,0,7,2036,139596421,1609917,1614174,1618626,1622492,1626162,1629823,1633696,1637745,1641961,1646010,1649531,1652554,1655095,1657158,1658793,1660541,1663091,1666684,1671423,1677001,1678396,1693578,1705227,1704712,1719344,1752700,1750958,1754754,1809629,1825441,1822754,1820230,1827572,1814351,1804787,1839801,1863024,1836778,1828158,1823600,1832598,1851247,1863149,1872087,1898891,1905838,1890177,1813611,1771935,1738798,1736589,1732740,1662099,1673286,1657499,1630132,1647743,1533476,1496589,1465828,1410675,1444918,1383399,1385559,1443359,1521475,1530636,1438108,1386148,1373529,1374132,1435585,1437198,1407433,1381626,1366781,1337897,1255917,1209268,1151220,1062336,1006435,916224,832282,750675,671720,601386,535533,481193,453736,289221,247152,206386,178898,127478,93582,70061,51770,37562,25651,39694
1,0,7,2037,140056983,1610208,1614336,1618586,1622209,1625643,1629169,1633019,1637165,1641567,1645974,1649996,1653401,1656374,1659103,1661654,1664410,1667914,1672640,1678320,1684424,1690608,1691983,1706702,1717648,1716583,1730627,1763493,1761267,1764781,1819115,1834350,1830712,1827233,1833593,1819765,1809614,1843762,1866038,1839177,1829969,1824842,1833269,1851558,1863252,1872103,1898543,1904780,1888156,1810633,1767989,1734025,1731003,1726603,1655779,1666540,1650457,1622793,1639815,1525634,1488326,1457073,1401542,1434553,1372489,1373502,1429419,1505200,1512611,1419495,1366413,1351943,1350267,1407957,1406556,1374288,1345770,1327738,1295737,1212112,1162375,1101223,1010504,951324,859920,774991,693016,614625,544938,480123,426373,396891,249437,209897,172385,146777,102589,73769,54027,39008,27610,41284
1,0,7,2038,140502021,1610601,1614675,1618770,1622189,1625377,1628662,1632376,1636500,1640997,1645592,1649970,1653879,1657233,1660394,1663616,1667289,1671808,1677500,1684318,1691370,1698084,1704263,1705146,1719178,1729580,1727953,1741530,1773871,1771371,1774384,1828110,1842374,1837789,1833330,1839055,1824654,1813685,1846868,1868443,1841018,1831247,1825577,1833679,1851756,1863366,1871896,1897585,1902828,1885054,1806694,1763235,1728601,1725030,1720147,1649287,1659631,1643173,1615203,1631487,1517366,1479601,1447787,1391719,1423384,1360748,1360477,1414387,1487739,1493249,1399528,1345195,1328734,1324583,1378233,1373744,1338952,1307684,1286289,1250955,1165528,1112314,1047897,955591,893281,801142,715854,634504,557307,488910,425758,373267,342610,212046,175495,141585,118263,80974,56961,40759,28713,43630
1,0,7,2039,140932652,1611141,1615116,1619129,1622389,1625369,1628408,1631878,1635867,1640337,1645033,1649600,1653863,1657723,1661265,1664924,1669272,1674715,1681430,1689221,1697414,1705084,1711792,1717489,1717662,1731160,1741006,1738927,1752015,1784038,1781048,1783494,1836217,1849512,1843947,1838867,1843997,1828783,1816901,1849367,1870291,1842329,1832020,1826049,1833968,1851959,1863250,1871082,1895730,1899789,1880977,1801946,1757835,1722790,1718740,1713511,1642630,1652475,1635634,1607216,1622712,1508628,1470339,1437791,1381119,1411352,1348047,1346406,1398232,1468962,1472465,1378046,1322359,1303738,1296921,1346374,1338750,1301405,1267237,1242232,1203304,1115754,1058870,991377,897709,832635,740411,655806,575713,500363,433889,373040,322505,291550,177474,144290,114209,93458,62604,43033,30043,45879
1,0,7,2040,141350103,1611751,1615700,1619586,1622766,1625582,1628413,1631636,1635375,1639716,1644382,1649050,1653501,1657718,1661768,1665809,1670599,1676722,1684365,1693189,1702364,1711176,1718847,1725073,1730058,1729686,1742636,1752028,1749476,1762276,1793777,1790221,1791705,1843425,1855724,1849542,1843873,1848174,1832051,1819504,1851307,1871606,1843135,1832531,1826408,1834271,1851939,1862533,1869383,1892796,1895777,1876077,1796546,1752050,1716671,1712273,1706704,1635735,1645066,1627700,1598790,1613444,1499352,1460364,1426999,1369682,1398334,1334313,1331269,1380843,1448787,1450093,1354909,1297734,1276785,1267242,1312381,1301553,1261520,1224233,1195327,1152347,1062570,1002175,931752,837185,769922,678708,595423,517254,444387,380482,322597,274696,244284,146074,116514,90355,72348,47359,31762,48203
1,0,7,2041,141755766,1612476,1616353,1620187,1623238,1625970,1628634,1631649,1635145,1639235,1643769,1648407,1652961,1657363,1661767,1666324,1671502,1678071,1686404,1696162,1706375,1716173,1724988,1732178,1737695,1742128,1741202,1753705,1762624,1759799,1772099,1803005,1798494,1799015,1849710,1861373,1854603,1848115,1851486,1834701,1821548,1852713,1872419,1843682,1832937,1826783,1834354,1851319,1860936,1866615,1888892,1890947,1870523,1790765,1745953,1710373,1705637,1699648,1628585,1637262,1619331,1589876,1603602,1489357,1449578,1415346,1357280,1384243,1319518,1314947,1362134,1427053,1425979,1329939,1271161,1247849,1235548,1276244,1262032,1219093,1178419,1145112,1097851,1006098,942327,869358,774538,706161,616614,535338,459741,390009,329321,275033,230392,201308,118091,92289,70036,54799,35003,50842
1,0,7,2042,142151163,1613459,1617114,1620856,1623851,1626453,1629036,1631880,1635166,1639012,1643296,1647801,1652324,1656833,1661423,1666338,1672033,1678995,1687779,1698236,1709385,1720224,1730031,1738367,1744851,1749810,1753679,1752311,1764345,1772996,1769684,1781408,1811328,1805858,1805392,1855419,1866482,1858896,1851493,1854182,1836788,1823060,1853614,1872976,1844124,1833358,1826933,1833840,1849822,1858275,1862888,1884174,1885467,1864580,1784668,1739671,1703909,1698756,1692329,1621048,1629017,1610472,1580409,1593000,1478538,1437921,1402701,1343841,1369067,1303554,1297367,1341953,1403605,1399948,1302975,1242612,1216938,1201849,1237834,1219965,1173873,1129332,1091360,1039947,946442,879645,804738,710805,641956,554771,476164,403808,337863,281027,230902,190052,162949,93648,71612,53109,40558,54730
1,0,7,2043,142537810,1614708,1618139,1621633,1624538,1627080,1629524,1632289,1635403,1639041,1643079,1647334,1651723,1656200,1660900,1666006,1672059,1679543,1688727,1699639,1711495,1723273,1734123,1743451,1751083,1757010,1761400,1764817,1762987,1774754,1782922,1779050,1789806,1818741,1812285,1811192,1860586,1870814,1862321,1854247,1856307,1838343,1824060,1854258,1873429,1844584,1833556,1826493,1832450,1847267,1854657,1858362,1878815,1879599,1858321,1778381,1733221,1697200,1691610,1684607,1613078,1620287,1601055,1570196,1581524,1466832,1425264,1388991,1329337,1352688,1286346,1278384,1320159,1378266,1371822,1273989,1212099,1184052,1166011,1196949,1175099,1125374,1076738,1034217,978703,883904,814676,738945,646584,577957,493813,418567,350122,288582,236166,190670,153998,129399,72760,54374,39353,61038
1,0,7,2044,142917619,1616247,1619423,1622672,1625324,1627776,1630159,1632783,1635821,1639284,1643116,1647121,1651264,1655604,1660275,1665490,1671741,1679586,1689299,1700617,1712932,1725417,1737208,1747585,1756211,1763282,1768639,1772581,1775527,1773430,1784716,1792320,1787502,1797287,1825208,1818133,1816444,1864976,1874279,1865119,1856430,1857895,1839388,1824805,1854798,1873895,1844826,1833167,1825185,1830010,1843765,1850245,1853203,1873076,1873419,1851870,1771924,1726526,1690230,1684066,1676444,1604629,1610999,1590886,1559120,1569112,1454112,1411527,1374186,1313661,1335023,1267749,1257863,1296579,1350862,1341582,1243000,1179629,1149070,1127847,1153315,1126948,1073369,1020777,973747,914447,819019,748489,672598,582514,514828,434418,363229,299333,242753,195219,154667,122420,100675,55312,40340,64201
1,0,7,2045,143292505,1618125,1620995,1623969,1626375,1628570,1630863,1633424,1636321,1639708,1643367,1647159,1651055,1655150,1659684,1664872,1671239,1679285,1689360,1701212,1713943,1726889,1739387,1750711,1760387,1768453,1774951,1779858,1783327,1785993,1783423,1794145,1800800,1795026,1803823,1831089,1823431,1820917,1868490,1877116,1867348,1858079,1858973,1840169,1825447,1855359,1874146,1844477,1831908,1822829,1826629,1839474,1845213,1847670,1867033,1867045,1845236,1765213,1719570,1682864,1676085,1667792,1595639,1600959,1579857,1547124,1555630,1440295,1396689,1358179,1296749,1315922,1247626,1235629,1271043,1321377,1309237,1210001,1145085,1111794,1087101,1106451,1075268,1017989,961500,910246,847713,752876,681694,606359,519259,453260,377302,310824,252047,200870,158534,123090,95354,76649,41090,66743
1,0,7,2046,143664328,1620323,1622909,1625553,1627681,1629630,1631668,1634133,1636967,1640214,1643795,1647417,1651097,1654946,1659237,1664286,1670632,1678800,1689077,1701292,1714560,1727933,1740894,1752917,1763544,1772667,1780154,1786204,1790637,1793824,1796007,1792883,1802659,1808348,1801601,1809767,1836417,1827951,1824520,1871377,1879382,1869035,1859212,1859789,1840854,1826111,1855705,1873807,1843255,1829601,1819534,1822471,1834572,1839817,1841849,1860807,1860498,1838345,1758229,1712212,1675067,1667618,1658574,1585904,1590054,1567892,1534075,1540988,1425356,1380630,1340898,1278438,1295247,1225808,1211530,1243543,1289819,1274778,1174882,1108262,1071968,1043291,1056102,1020185,959272,899198,844254,779658,686092,614961,540905,457517,393983,323153,261971,208777,163295,126308,95988,72683,57029,68769
1,0,7,2047,144034384,1622795,1625136,1627474,1629274,1630944,1632729,1634943,1637680,1640862,1644304,1647847,1651359,1654994,1659039,1663850,1670050,1678202,1688608,1701030,1714667,1728573,1741968,1754457,1765780,1775852,1784404,1791443,1797014,1801161,1803870,1805482,1801422,1810233,1814950,1807586,1815154,1840961,1831592,1827486,1873688,1881102,1870206,1860080,1860505,1841555,1826564,1855466,1872591,1840985,1826352,1815469,1817706,1829316,1834135,1835853,1854411,1853689,1831167,1750845,1704427,1666789,1658591,1648595,1575308,1578210,1554858,1519884,1525161,1409184,1363274,1322177,1258592,1272813,1202133,1185547,1214095,1256187,1238091,1137420,1068906,1029121,996186,1002394,961749,897514,834390,776916,710894,619318,548965,476957,398015,337737,272623,217215,169911,130256,98610,73248,54144,81119
1,0,7,2048,144404350,1625460,1627639,1629711,1631202,1632545,1634051,1636008,1638491,1641582,1644955,1648360,1651793,1655258,1659093,1663656,1669623,1677630,1688026,1700581,1714423,1728700,1742634,1755560,1767352,1778124,1787619,1795721,1802281,1807567,1811230,1813372,1814034,1809020,1816862,1820953,1813011,1819755,1844631,1834596,1829878,1875459,1882305,1871116,1860846,1861239,1842048,1826439,1854356,1870328,1837780,1822338,1810803,1812597,1823781,1828289,1829697,1847771,1846597,1823578,1743024,1696151,1657953,1648808,1637731,1563789,1565298,1540679,1504525,1508033,1391697,1344473,1301887,1237046,1248467,1176596,1157719,1182710,1220361,1198946,1097361,1026513,982994,945886,945350,900222,833221,768213,708824,642094,553226,484427,415268,341487,285182,226270,176962,135683,101817,75338,54631,87134
1,0,7,2049,144775641,1628250,1630332,1632217,1633448,1634476,1635653,1637336,1639560,1642391,1645673,1649010,1652306,1655692,1659356,1663713,1669431,1677213,1687462,1700010,1713990,1728477,1742778,1756252,1768483,1779724,1789914,1798960,1806589,1812860,1817665,1820757,1821947,1821643,1815665,1822889,1826394,1817645,1823480,1847657,1837025,1831731,1876713,1883242,1871924,1861633,1861758,1841963,1825449,1852201,1867124,1833811,1817728,1805800,1807220,1818087,1822289,1823299,1840852,1839095,1815541,1734712,1687319,1648367,1638142,1625912,1551215,1551234,1525313,1487869,1489504,1372727,1324067,1279836,1213637,1222197,1149222,1128048,1149269,1182115,1157065,1054179,980847,933711,892416,885237,836111,767528,701268,640643,573945,488540,422114,356608,288624,236928,184534,141466,106180,77881,56260,91068
1,0,7,2050,145149704,1631107,1633143,1634924,1635961,1636727,1637593,1638939,1640891,1643461,1646484,1649730,1652957,1656204,1659789,1663980,1669498,1677029,1687056,1699455,1713432,1728057,1742575,1756415,1769198,1780875,1791540,1801281,1809850,1817190,1822981,1827210,1829355,1829578,1828293,1821706,1828345,1831047,1821404,1826561,1850111,1838914,1833066,1877702,1884085,1872756,1862211,1861704,1841012,1823423,1849111,1863159,1829250,1812786,1800540,1801700,1812247,1816058,1816639,1833534,1831143,1806998,1725828,1677724,1637905,1626528,1613010,1537493,1535981,1508644,1469841,1469403,1352136,1301883,1255870,1188351,1194021,1120034,1096431,1113566,1141166,1111886,1007628,932019,881277,836009,822537,770576,701032,634193,573050,507201,426030,362796,301687,240025,193417,147682,110837,81323,58230,94484
1,0,7,2051,145527440,1633913,1636024,1637744,1638674,1639242,1639843,1640882,1642493,1644794,1647552,1650539,1653674,1656856,1660302,1664417,1669768,1677097,1686871,1699056,1712884,1727507,1742168,1756230,1769378,1781609,1792707,1802926,1812189,1820464,1827329,1832549,1835826,1837003,1836245,1834338,1827173,1833014,1834821,1824518,1829064,1852019,1840283,1834138,1878597,1884946,1873369,1862215,1860787,1839029,1820476,1845268,1858601,1824360,1807593,1795141,1796045,1806188,1809568,1809587,1825768,1822687,1797866,1716178,1667245,1626498,1613829,1598930,1522606,1519422,1490591,1450266,1447572,1329736,1277759,1229973,1161227,1163961,1088918,1062663,1075328,1096956,1063135,957817,880021,825926,777120,758420,704200,634360,567645,506792,442643,366466,307197,251132,196148,154958,115831,84990,60877,97890
1,0,7,2052,145909741,1636594,1638851,1640628,1641501,1641962,1642361,1643136,1644440,1646398,1648886,1651608,1654485,1657571,1660956,1664931,1670205,1677370,1686947,1698878,1712493,1726972,1741631,1755838,1769213,1781807,1793469,1804107,1813853,1822827,1830628,1836913,1841185,1843490,1843690,1842306,1839809,1831852,1836798,1837946,1827054,1831025,1853415,1841387,1835117,1879512,1885595,1873416,1861359,1858840,1836125,1816785,1840844,1853712,1819223,1802270,1789618,1790174,1799880,1802694,1802105,1817508,1813644,1787944,1705634,1655807,1614008,1599958,1583635,1506422,1501467,1470982,1428998,1423825,1305369,1251681,1202180,1132270,1131908,1055671,1026480,1034001,1049216,1010945,904742,825075,768096,716874,693439,637601,568165,502357,442636,381065,310573,255971,205438,157315,121674,88923,63701,101858
1,0,7,2053,146297190,1639111,1641555,1643461,1644392,1644793,1645086,1645656,1646696,1648342,1650491,1652942,1655553,1658382,1661671,1665588,1670721,1677813,1687229,1698958,1712325,1726590,1741112,1755317,1768838,1781663,1793682,1804895,1815055,1824513,1833009,1840232,1845567,1848870,1850195,1849767,1847792,1844493,1835653,1839939,1840497,1829049,1832472,1854544,1842403,1836126,1880219,1885676,1872606,1859474,1855973,1832475,1812516,1836096,1848582,1813960,1796826,1783889,1784063,1793198,1795399,1794138,1808673,1803819,1777104,1694112,1643277,1600339,1584879,1567010,1488865,1481957,1449660,1405837,1397973,1279014,1223678,1172496,1101377,1097639,1020022,987345,989331,998073,955304,848633,767627,708895,655788,628206,571435,503168,439093,381380,323231,259022,209610,164945,123662,93510,66726,106347
1,0,7,2054,146690136,1641398,1644094,1646171,1647227,1647688,1647918,1648379,1649218,1650598,1652437,1654547,1656888,1659452,1662483,1666305,1671384,1678334,1687674,1699250,1712414,1726433,1740745,1754813,1768333,1781306,1793557,1805124,1815864,1825734,1834720,1842637,1848907,1853270,1855591,1856292,1855269,1852493,1848297,1838804,1842504,1842506,1830533,1833657,1855584,1843442,1836936,1880360,1884905,1870767,1856679,1852363,1828260,1807939,1831119,1843330,1808586,1791186,1777932,1777588,1786096,1787625,1785611,1799055,1793061,1765250,1681478,1629564,1585475,1568467,1548963,1469765,1460728,1426423,1380613,1370005,1250695,1193752,1140803,1068335,1060876,981436,945000,941429,943509,896444,789922,708796,648837,594427,563353,506412,440127,378628,323790,269818,212316,168472,129810,95148,70253,111345
1,0,7,2055,147088760,1643439,1646404,1648715,1649945,1650528,1650820,1651213,1651942,1653121,1654692,1656492,1658494,1660789,1663554,1667118,1672104,1678998,1688204,1699702,1712716,1726535,1740599,1754463,1767849,1780820,1793220,1805028,1816120,1826562,1835964,1844363,1851334,1856629,1860012,1861703,1861809,1859984,1856314,1851449,1841387,1844532,1844007,1831752,1834757,1856652,1844285,1837184,1879654,1883107,1868022,1853147,1848191,1823737,1803137,1826023,1837966,1803015,1785324,1771618,1770707,1778527,1779301,1776307,1788512,1781291,1752255,1667649,1614631,1569285,1550635,1529323,1448961,1437581,1401105,1353300,1339955,1220416,1161781,1106879,1032858,1021056,939654,899549,890266,885745,834820,729766,649079,588475,533384,499571,443295,379828,321721,270544,221375,170816,132730,99999,71568,117016
1,0,7,2056,147493029,1645221,1648463,1651032,1652495,1653250,1653665,1654120,1654777,1655848,1657218,1658747,1660437,1662396,1664889,1668189,1672920,1679722,1688872,1700237,1713174,1726849,1740715,1754336,1767514,1780361,1792761,1804710,1816046,1826838,1836810,1845631,1853080,1859077,1863394,1866141,1867238,1866539,1863822,1859481,1854032,1843431,1846052,1845248,1832889,1835887,1857522,1844571,1836593,1877926,1880406,1864542,1849056,1843709,1818993,1798228,1820826,1832408,1797227,1779108,1764903,1763364,1770408,1770205,1766095,1776968,1768372,1738022,1652570,1598353,1551679,1531215,1507917,1426270,1412341,1373670,1323932,1307815,1188041,1127538,1070431,994391,977907,894771,850961,836046,825226,771642,668662,589021,528379,473304,437614,382859,323014,269055,222195,178282,134716,102365,75306,121535
