Event,Distance,Sex,Ranking,Time 1,Miliseconds,Relay,When,Swimmer,id2,Swimmer nationality,Continent nationality,Date,Meet,Meet location
400 m individual medley,400,Female,19,04:57.50,297051,,,Gudrun Wegner,Gudrun_Wegner,East Germany,Europe,"Thursday, September 6, 1973",,"Belgrade, Yugoslavia"
4 x 100 m freestyle relay,400,Female,28,03:52.40,232045,,,Andrea Eife,Andrea_Eife,East Germany,Europe,"Saturday, September 8, 1973",,"Belgrade, Yugoslavia"
4 x 100 m freestyle relay,400,Female,28,03:52.40,232045,,,Andrea Hubner,Andrea_Hubner,East Germany,Europe,"Saturday, September 8, 1973",,"Belgrade, Yugoslavia"
4 x 100 m freestyle relay,400,Female,28,03:52.40,232045,,,Sylvia Eichner,Sylvia_Eichner,East Germany,Europe,"Saturday, September 8, 1973",,"Belgrade, Yugoslavia"
4 x 100 m freestyle relay,400,Female,28,03:52.40,232045,,,Kornelia Ender,Kornelia_Ender,East Germany,Europe,"Saturday, September 8, 1973",,"Belgrade, Yugoslavia"
400 m freestyle,400,Female,39,04:17.30,257033,,,Heather Greenwood,Heather_Greenwood,United States,America,"Friday, June 28, 1974",Santa Clara Invitational,"Santa Clara, USA"
400 m individual medley,400,Female,20,04:52.40,292042,,,Ulrike Tauber,Ulrike_Tauber,East Germany,Europe,"Wednesday, August 21, 1974",,"Vienna, Austria"
400 m freestyle,400,Female,40,04:15.80,255077,,,Shirley Babashoff,Shirley_Babashoff,United States,America,"Thursday, August 22, 1974",USA Nationals,"Concord, USA"
4 x 100 m medley relay,400,Female,28,04:13.80,253078,,Final,Ulrike Richter,Ulrike_Richter,East Germany,Europe,"Saturday, August 24, 1974",European Championships,"Vienna, Austria"
4 x 100 m medley relay,400,Female,28,04:13.80,253078,,Final,Renate Vogel,Renate_Vogel,East Germany,Europe,"Saturday, August 24, 1974",European Championships,"Vienna, Austria"
4 x 100 m medley relay,400,Female,28,04:13.80,253078,,Final,Rosemarie Kother,Rosemarie_Kother,East Germany,Europe,"Saturday, August 24, 1974",European Championships,"Vienna, Austria"
4 x 100 m medley relay,400,Female,28,04:13.80,253078,,Final,Kornelia Ender,Kornelia_Ender,East Germany,Europe,"Saturday, August 24, 1974",European Championships,"Vienna, Austria"
4 x 100 m freestyle relay,400,Female,29,03:52.00,231099,,,Ann Marshall,Ann_Marshall,United States,America,"Saturday, August 31, 1974",,"Concord, United States"
4 x 100 m freestyle relay,400,Female,29,03:52.00,231099,,,Kim Peyton,Kim_Peyton,United States,America,"Saturday, August 31, 1974",,"Concord, United States"
4 x 100 m freestyle relay,400,Female,29,03:52.00,231099,,,Kathy Heddy,Kathy_Heddy,United States,America,"Saturday, August 31, 1974",,"Concord, United States"
4 x 100 m freestyle relay,400,Female,29,03:52.00,231099,,,Shirley Babashoff,Shirley_Babashoff,United States,America,"Saturday, August 31, 1974",,"Concord, United States"
400 m individual medley,400,Female,21,04:52.20,292002,,,Ulrike Tauber,Ulrike_Tauber,East Germany,Europe,"Saturday, June 7, 1975",,"Wittenberg, West Germany"
400 m freestyle,400,Female,41,04:14.80,254076,,,Shirley Babashoff,Shirley_Babashoff,United States,America,"Friday, June 20, 1975",USA World Championships Trials,"Long Beach, USA"
4 x 100 m freestyle relay,400,Female,30,03:49.40,229037,56.22,,Kornelia Ender,Kornelia_Ender,East Germany,Europe,"Saturday, July 26, 1975",,"Cali, Colombia"
4 x 100 m freestyle relay,400,Female,30,03:49.40,229037,57.41,,Barbara Krause,Barbara_Krause,East Germany,Europe,"Saturday, July 26, 1975",,"Cali, Colombia"
4 x 100 m freestyle relay,400,Female,30,03:49.40,229037,57.97,,Claudia Hempel,Claudia_Hempel,East Germany,Europe,"Saturday, July 26, 1975",,"Cali, Colombia"
4 x 100 m freestyle relay,400,Female,30,03:49.40,229037,57.77,,Ute Bruckner,Ute_Bruckner,East Germany,Europe,"Saturday, July 26, 1975",,"Cali, Colombia"
400 m individual medley,400,Female,22,04:48.80,288079,,,Birgit Treiber,Birgit_Treiber,East Germany,Europe,"Tuesday, June 1, 1976",,"East Berlin, East Germany"
4 x 100 m freestyle relay,400,Female,31,03:48.80,228008,,,Rosemarie Kother,Rosemarie_Kother,East Germany,Europe,"Wednesday, June 2, 1976",,"East Berlin, East Germany"
4 x 100 m freestyle relay,400,Female,31,03:48.80,228008,,,Andrea Pollack,Andrea_Pollack,East Germany,Europe,"Wednesday, June 2, 1976",,"East Berlin, East Germany"
4 x 100 m freestyle relay,400,Female,31,03:48.80,228008,,,Monika Seltmann,Monika_Seltmann,East Germany,Europe,"Wednesday, June 2, 1976",,"East Berlin, East Germany"
4 x 100 m freestyle relay,400,Female,31,03:48.80,228008,,,Barbara Krause,Barbara_Krause,East Germany,Europe,"Wednesday, June 2, 1976",,"East Berlin, East Germany"
400 m freestyle,400,Female,42,04:11.70,251069,,,Barbara Krause,Barbara_Krause,East Germany,Europe,"Thursday, June 3, 1976",GDR Olympic Trials,"East Berlin, East Germany"
4 x 100 m medley relay,400,Female,29,04:13.40,253041,,Final,Monika Seltmann,Monika_Seltmann,East Germany,Europe,"Saturday, June 5, 1976",East German National Championships,"Berlin, East Germany"
4 x 100 m medley relay,400,Female,29,04:13.40,253041,,Final,Carola Nitschke,Carola_Nitschke,East Germany,Europe,"Saturday, June 5, 1976",East German National Championships,"Berlin, East Germany"
4 x 100 m medley relay,400,Female,29,04:13.40,253041,,Final,Andrea Pollack,Andrea_Pollack,East Germany,Europe,"Saturday, June 5, 1976",East German National Championships,"Berlin, East Germany"
4 x 100 m medley relay,400,Female,29,04:13.40,253041,,Final,Barbara Krause,Barbara_Krause,East Germany,Europe,"Saturday, June 5, 1976",East German National Championships,"Berlin, East Germany"
4 x 100 m medley relay,400,Female,30,04:07.90,247095,01:20.2,Final,Ulrike Richter,Ulrike_Richter,East Germany,Europe,"Sunday, July 18, 1976",Olympic Games,"Montreal, Canada"
4 x 100 m medley relay,400,Female,30,04:07.90,247095,01:10.1,Final,Hannelore Anke,Hannelore_Anke,East Germany,Europe,"Sunday, July 18, 1976",Olympic Games,"Montreal, Canada"
4 x 100 m medley relay,400,Female,30,04:07.90,247095,59.53,Final,Andrea Pollack,Andrea_Pollack,East Germany,Europe,"Sunday, July 18, 1976",Olympic Games,"Montreal, Canada"
4 x 100 m medley relay,400,Female,30,04:07.90,247095,56.04,Final,Kornelia Ender,Kornelia_Ender,East Germany,Europe,"Sunday, July 18, 1976",Olympic Games,"Montreal, Canada"
400 m freestyle,400,Female,43,04:09.90,249089,,,Petra Thümer,Petra_Thümer,East Germany,Europe,"Tuesday, July 20, 1976",Olympic Games,"Montreal, Canada"
400 m individual medley,400,Female,23,04:42.80,282077,,,Ulrike Tauber,Ulrike_Tauber,East Germany,Europe,"Saturday, July 24, 1976",,"Montreal, Canada"
4 x 100 m freestyle relay,400,Female,32,03:44.80,224082,56.95,,Kim Peyton,Kim_Peyton,United States,America,"Sunday, July 25, 1976",,"Montreal, Canada"
4 x 100 m freestyle relay,400,Female,32,03:44.80,224082,55.71,,Wendy Boglioli,Wendy_Boglioli,United States,America,"Sunday, July 25, 1976",,"Montreal, Canada"
4 x 100 m freestyle relay,400,Female,32,03:44.80,224082,55.78,,Jill Sterkel,Jill_Sterkel,United States,America,"Sunday, July 25, 1976",,"Montreal, Canada"
4 x 100 m freestyle relay,400,Female,32,03:44.80,224082,56.28,,Shirley Babashoff,Shirley_Babashoff,United States,America,"Sunday, July 25, 1976",,"Montreal, Canada"
400 m freestyle,400,Female,44,04:08.90,248091,,,Petra Thümer,Petra_Thümer,East Germany,Europe,"Wednesday, August 17, 1977",European Championships,"Jönköping, Sweden"
400 m freestyle,400,Female,45,04:07.70,247066,,,Kim Linehan,Kim_Linehan,United States,America,"Wednesday, August 2, 1978",USA Summer Nationals,"The Woodlands, USA"
400 m individual medley,400,Female,24,04:40.80,280083,,,Tracy Caulkins,Tracy_Caulkins,United States,America,"Wednesday, August 23, 1978",,"West Berlin, West Germany"
400 m freestyle,400,Female,46,04:06.30,246028,,,Tracey Wickham,Tracey_Wickham,Australia,Oceania,"Thursday, August 24, 1978",World Championships,West Berlin
4 x 100 m freestyle relay,400,Female,33,03:43.40,223043,56.57,,Tracy Caulkins,Tracy_Caulkins,United States,America,"Saturday, August 26, 1978",,West Berlin
4 x 100 m freestyle relay,400,Female,33,03:43.40,223043,55.92,,Stephanie Elkins,Stephanie_Elkins,United States,America,"Saturday, August 26, 1978",,West Berlin
4 x 100 m freestyle relay,400,Female,33,03:43.40,223043,55.7,,Jill Sterkel,Jill_Sterkel,United States,America,"Saturday, August 26, 1978",,West Berlin
4 x 100 m freestyle relay,400,Female,33,03:43.40,223043,55.24,,Cynthia Woodhead,Cynthia_Woodhead,United States,America,"Saturday, August 26, 1978",,West Berlin
400 m individual medley,400,Female,25,04:40.00,279096,,,Petra Schneider,Petra_Schneider,East Germany,Europe,"Sunday, March 30, 1980",,"Leningrad, Soviet Union"
400 m individual medley,400,Female,26,04:38.40,278044,,,Petra Schneider,Petra_Schneider,East Germany,Europe,"Tuesday, May 27, 1980",,"Magdeburg, East Germany"
4 x 100 m medley relay,400,Female,31,04:06.70,246067,01:01.5,Final,Rica Reinisch,Rica_Reinisch,East Germany,Europe,"Sunday, July 20, 1980",Olympic Games,"Moscow, Soviet Union"
4 x 100 m medley relay,400,Female,31,04:06.70,246067,01:09.5,Final,Ute Geweniger,Ute_Geweniger,East Germany,Europe,"Sunday, July 20, 1980",Olympic Games,"Moscow, Soviet Union"
4 x 100 m medley relay,400,Female,31,04:06.70,246067,01:00.1,Final,Andrea Pollack,Andrea_Pollack,East Germany,Europe,"Sunday, July 20, 1980",Olympic Games,"Moscow, Soviet Union"
4 x 100 m medley relay,400,Female,31,04:06.70,246067,55.59,Final,Caren Metschuck,Caren_Metschuck,East Germany,Europe,"Sunday, July 20, 1980",Olympic Games,"Moscow, Soviet Union"
400 m individual medley,400,Female,27,04:36.30,276029,,,Petra Schneider,Petra_Schneider,East Germany,Europe,"Saturday, July 26, 1980",,"Moscow, Soviet Union"
4 x 100 m freestyle relay,400,Female,34,03:42.70,222071,54.9,,Barbara Krause,Barbara_Krause,East Germany,Europe,"Sunday, July 27, 1980",,"Moscow, Soviet Union"
4 x 100 m freestyle relay,400,Female,34,03:42.70,222071,55.61,,Caren Metschuck,Caren_Metschuck,East Germany,Europe,"Sunday, July 27, 1980",,"Moscow, Soviet Union"
4 x 100 m freestyle relay,400,Female,34,03:42.70,222071,55.9,,Ines Diers,Ines_Diers,East Germany,Europe,"Sunday, July 27, 1980",,"Moscow, Soviet Union"
4 x 100 m freestyle relay,400,Female,34,03:42.70,222071,56.3,,Sarina Hülsenbeck,Sarina_Hülsenbeck,East Germany,Europe,"Sunday, July 27, 1980",,"Moscow, Soviet Union"
400 m individual medley,400,Female,28,04:36.10,276001,,,Petra Schneider,Petra_Schneider,East Germany,Europe,"Sunday, August 1, 1982",,"Guayaquil, Ecuador"
4 x 100 m medley relay,400,Female,32,04:05.90,245088,,Final,Kristin Otto,Kristin_Otto,East Germany,Europe,"Friday, August 6, 1982",World Championships,"Guayaquil, Ecuador"
4 x 100 m medley relay,400,Female,32,04:05.90,245088,,Final,Ute Geweniger,Ute_Geweniger,East Germany,Europe,"Friday, August 6, 1982",World Championships,"Guayaquil, Ecuador"
4 x 100 m medley relay,400,Female,32,04:05.90,245088,,Final,Ines Geißler,Ines_Geißler,East Germany,Europe,"Friday, August 6, 1982",World Championships,"Guayaquil, Ecuador"
4 x 100 m medley relay,400,Female,32,04:05.90,245088,,Final,Birgit Meineke,Birgit_Meineke,East Germany,Europe,"Friday, August 6, 1982",World Championships,"Guayaquil, Ecuador"
4 x 100 m medley relay,400,Female,33,04:05.80,245079,,Final,Ina Kleber,Ina_Kleber,East Germany,Europe,"Friday, August 26, 1983",European Championships,"Rome, Italy"
4 x 100 m medley relay,400,Female,33,04:05.80,245079,,Final,Ute Geweniger,Ute_Geweniger,East Germany,Europe,"Friday, August 26, 1983",European Championships,"Rome, Italy"
4 x 100 m medley relay,400,Female,33,04:05.80,245079,,Final,Ines Geißler,Ines_Geißler,East Germany,Europe,"Friday, August 26, 1983",European Championships,"Rome, Italy"
4 x 100 m medley relay,400,Female,33,04:05.80,245079,,Final,Birgit Meineke,Birgit_Meineke,East Germany,Europe,"Friday, August 26, 1983",European Championships,"Rome, Italy"
4 x 100 m freestyle relay,400,Female,35,03:42.40,222041,,,Birgit Meineke,Birgit_Meineke,East Germany,Europe,"Tuesday, August 21, 1984",,"Moscow, Soviet Union"
4 x 100 m freestyle relay,400,Female,35,03:42.40,222041,,,Kristin Otto,Kristin_Otto,East Germany,Europe,"Tuesday, August 21, 1984",,"Moscow, Soviet Union"
4 x 100 m freestyle relay,400,Female,35,03:42.40,222041,,,Karen König,Karen_König,East Germany,Europe,"Tuesday, August 21, 1984",,"Moscow, Soviet Union"
4 x 100 m freestyle relay,400,Female,35,03:42.40,222041,,,Heike Friedrich,Heike_Friedrich,East Germany,Europe,"Tuesday, August 21, 1984",,"Moscow, Soviet Union"
4 x 100 m medley relay,400,Female,34,04:03.60,243069,01:00.6,Final,Ina Kleber,Ina_Kleber,East Germany,Europe,"Friday, August 24, 1984",Friendship Games,"Moscow, Soviet Union"
4 x 100 m medley relay,400,Female,34,04:03.60,243069,01:08.7,Final,Sylvia Gerasch,Sylvia_Gerasch,East Germany,Europe,"Friday, August 24, 1984",Friendship Games,"Moscow, Soviet Union"
4 x 100 m medley relay,400,Female,34,04:03.60,243069,59.52,Final,Ines Geißler,Ines_Geißler,East Germany,Europe,"Friday, August 24, 1984",Friendship Games,"Moscow, Soviet Union"
4 x 100 m medley relay,400,Female,34,04:03.60,243069,54.89,Final,Birgit Meineke,Birgit_Meineke,East Germany,Europe,"Friday, August 24, 1984",Friendship Games,"Moscow, Soviet Union"
4 x 100 m freestyle relay,400,Female,36,03:40.60,220057,54.73,,Kristin Otto,Kristin_Otto,East Germany,Europe,"Tuesday, August 19, 1986",,"Madrid, Spain"
4 x 100 m freestyle relay,400,Female,36,03:40.60,220057,54.96,,Manuela Stellmach,Manuela_Stellmach,East Germany,Europe,"Tuesday, August 19, 1986",,"Madrid, Spain"
4 x 100 m freestyle relay,400,Female,36,03:40.60,220057,55.52,,Sabina Schulze,Sabina_Schulze,East Germany,Europe,"Tuesday, August 19, 1986",,"Madrid, Spain"
4 x 100 m freestyle relay,400,Female,36,03:40.60,220057,55.36,,Heike Friedrich,Heike_Friedrich,East Germany,Europe,"Tuesday, August 19, 1986",,"Madrid, Spain"
400 m freestyle,400,Female,47,04:05.40,245045,,,Janet Evans,Janet_Evans,United States,America,"Sunday, December 20, 1987",US Open,"Orlando, USA"
400 m freestyle,400,Female,48,04:03.90,243085,,,Janet Evans,Janet_Evans,United States,America,"Thursday, September 22, 1988",Olympic Games,"Seoul, South Korea"
4 x 100 m freestyle relay,400,Female,37,03:39.50,219046,55.33,,Nicole Haislett,Nicole_Haislett,United States,America,"Tuesday, July 28, 1992",,"Barcelona, Spain"
4 x 100 m freestyle relay,400,Female,37,03:39.50,219046,55.33,,Dara Torres,Dara_Torres,United States,America,"Tuesday, July 28, 1992",,"Barcelona, Spain"
4 x 100 m freestyle relay,400,Female,37,03:39.50,219046,54.79,,Angel Martino,Angel_Martino,United States,America,"Tuesday, July 28, 1992",,"Barcelona, Spain"
4 x 100 m freestyle relay,400,Female,37,03:39.50,219046,54.01,,Jenny Thompson,Jenny_Thompson,United States,America,"Tuesday, July 28, 1992",,"Barcelona, Spain"
4 x 100 m medley relay,400,Female,35,04:02.50,242054,01:00.8,Final,Lea Loveless,Lea_Loveless,United States,America,"Thursday, July 30, 1992",Olympic Games,"Barcelona, Spain"
4 x 100 m medley relay,400,Female,35,04:02.50,242054,01:08.7,Final,Anita Nall,Anita_Nall,United States,America,"Thursday, July 30, 1992",Olympic Games,"Barcelona, Spain"
4 x 100 m medley relay,400,Female,35,04:02.50,242054,58.58,Final,Crissy Ahmann-Leighton,Crissy_Ahmann-Leighton,United States,America,"Thursday, July 30, 1992",Olympic Games,"Barcelona, Spain"
4 x 100 m medley relay,400,Female,35,04:02.50,242054,54.47,Final,Jenny Thompson,Jenny_Thompson,United States,America,"Thursday, July 30, 1992",Olympic Games,"Barcelona, Spain"
4 x 100 m freestyle relay,400,Female,38,03:37.90,217091,54.31,,Le Jingyi,Le_Jingyi,China,Asia,"Wednesday, September 7, 1994",,"Rome, Italy"
4 x 100 m freestyle relay,400,Female,38,03:37.90,217091,54.38,,Shan Ying,Shan_Ying,China,Asia,"Wednesday, September 7, 1994",,"Rome, Italy"
4 x 100 m freestyle relay,400,Female,38,03:37.90,217091,55.09,,Le Ying,Le_Ying,China,Asia,"Wednesday, September 7, 1994",,"Rome, Italy"
4 x 100 m freestyle relay,400,Female,38,03:37.90,217091,54.13,,Lü Bin,Lü_Bin,China,Asia,"Wednesday, September 7, 1994",,"Rome, Italy"
4 x 100 m medley relay,400,Female,36,04:01.70,241067,01:00.2,Final,He Cihong,He_Cihong,China,Asia,"Saturday, September 10, 1994",World Championships,"Rome, Italy"
4 x 100 m medley relay,400,Female,36,04:01.70,241067,01:09.0,Final,Dai Guohong,Dai_Guohong,China,Asia,"Saturday, September 10, 1994",World Championships,"Rome, Italy"
4 x 100 m medley relay,400,Female,36,04:01.70,241067,58.66,Final,Liu Limin,Liu_Limin,China,Asia,"Saturday, September 10, 1994",World Championships,"Rome, Italy"
4 x 100 m medley relay,400,Female,36,04:01.70,241067,53.81,Final,Le Jingyi,Le_Jingyi,China,Asia,"Saturday, September 10, 1994",World Championships,"Rome, Italy"
400 m individual medley,400,Female,29,04:34.80,274079,,,Chen Yan,Chen_Yan,China,Asia,"Monday, October 13, 1997",,"Shanghai, PR China"
4 x 100 m freestyle relay,400,Female,39,03:36.60,216061,55.08,,Amy Van Dyken,Amy_Van_Dyken,United States,America,"Saturday, September 16, 2000",,"Sydney, Australia"
4 x 100 m freestyle relay,400,Female,39,03:36.60,216061,53.51,,Dara Torres,Dara_Torres,United States,America,"Saturday, September 16, 2000",,"Sydney, Australia"
4 x 100 m freestyle relay,400,Female,39,03:36.60,216061,54.4,,Courtney Shealy,Courtney_Shealy,United States,America,"Saturday, September 16, 2000",,"Sydney, Australia"
4 x 100 m freestyle relay,400,Female,39,03:36.60,216061,53.62,,Jenny Thompson,Jenny_Thompson,United States,America,"Saturday, September 16, 2000",,"Sydney, Australia"
400 m individual medley,400,Female,30,04:33.60,273059,,,Yana Klochkova,Yana_Klochkova,Ukraine,Europe,"Saturday, September 16, 2000",,"Sydney, Australia"
4 x 100 m medley relay,400,Female,37,03:58.30,238003,01:01.4,Final,Barbara Bedford,Barbara_Bedford,United States,America,"Saturday, September 23, 2000",Olympic Games,"Sydney, Australia"
4 x 100 m medley relay,400,Female,37,03:58.30,238003,01:06.3,Final,Megan Quann,Megan_Quann,United States,America,"Saturday, September 23, 2000",Olympic Games,"Sydney, Australia"
4 x 100 m medley relay,400,Female,37,03:58.30,238003,57.25,Final,Jenny Thompson,Jenny_Thompson,United States,America,"Saturday, September 23, 2000",Olympic Games,"Sydney, Australia"
4 x 100 m medley relay,400,Female,37,03:58.30,238003,53.37,Final,Dara Torres,Dara_Torres,United States,America,"Saturday, September 23, 2000",Olympic Games,"Sydney, Australia"
4 x 100 m freestyle relay,400,Female,40,03:36.00,216000,54.82,,Katrin Meissner,Katrin_Meissner,Germany,Europe,"Monday, July 29, 2002",,"Berlin, Germany"
4 x 100 m freestyle relay,400,Female,40,03:36.00,216000,53.95,,Petra Dallmann,Petra_Dallmann,Germany,Europe,"Monday, July 29, 2002",,"Berlin, Germany"
4 x 100 m freestyle relay,400,Female,40,03:36.00,216000,53.59,,Sandra Völker,Sandra_Völker,Germany,Europe,"Monday, July 29, 2002",,"Berlin, Germany"
4 x 100 m freestyle relay,400,Female,40,03:36.00,216000,53.64,,Franziska van Almsick,Franziska_van_Almsick,Germany,Europe,"Monday, July 29, 2002",,"Berlin, Germany"
4 x 100 m freestyle relay,400,Female,41,03:35.90,215094,54.75,,Alice Mills,Alice_Mills,Australia,Oceania,"Saturday, August 14, 2004",,"Athens, Greece"
4 x 100 m freestyle relay,400,Female,41,03:35.90,215094,53.57,,Libby Lenton,Libby_Lenton,Australia,Oceania,"Saturday, August 14, 2004",,"Athens, Greece"
4 x 100 m freestyle relay,400,Female,41,03:35.90,215094,54.67,,Petria Thomas,Petria_Thomas,Australia,Oceania,"Saturday, August 14, 2004",,"Athens, Greece"
4 x 100 m freestyle relay,400,Female,41,03:35.90,215094,52.95,,Jodie Henry,Jodie_Henry,Australia,Oceania,"Saturday, August 14, 2004",,"Athens, Greece"
4 x 100 m medley relay,400,Female,38,03:57.30,237032,01:01.2,Final,Giaan Rooney,Giaan_Rooney,Australia,Oceania,"Saturday, August 21, 2004",Olympic Games,"Athens, Greece"
4 x 100 m medley relay,400,Female,38,03:57.30,237032,01:06.5,Final,Leisel Jones,Leisel_Jones,Australia,Oceania,"Saturday, August 21, 2004",Olympic Games,"Athens, Greece"
4 x 100 m medley relay,400,Female,38,03:57.30,237032,56.67,Final,Petria Thomas,Petria_Thomas,Australia,Oceania,"Saturday, August 21, 2004",Olympic Games,"Athens, Greece"
4 x 100 m medley relay,400,Female,38,03:57.30,237032,52.87,Final,Jodie Henry,Jodie_Henry,Australia,Oceania,"Saturday, August 21, 2004",Olympic Games,"Athens, Greece"
4 x 100 m medley relay,400,Female,39,03:56.30,236003,01:01.1,Final,Sophie Edington,Sophie_Edington,Australia,Oceania,"Tuesday, March 21, 2006",Commonwealth Games,"Melbourne, Australia"
4 x 100 m medley relay,400,Female,39,03:56.30,236003,01:05.5,Final,Leisel Jones,Leisel_Jones,Australia,Oceania,"Tuesday, March 21, 2006",Commonwealth Games,"Melbourne, Australia"
4 x 100 m medley relay,400,Female,39,03:56.30,236003,56.86,Final,Jessicah Schipper,Jessicah_Schipper,Australia,Oceania,"Tuesday, March 21, 2006",Commonwealth Games,"Melbourne, Australia"
4 x 100 m medley relay,400,Female,39,03:56.30,236003,52.87,Final,Libby Lenton,Libby_Lenton,Australia,Oceania,"Tuesday, March 21, 2006",Commonwealth Games,"Melbourne, Australia"
400 m freestyle,400,Female,49,04:03.00,243003,,,Laure Manaudou,Laure_Manaudou,France,Europe,"Friday, May 12, 2006",French Championships,"Tours, France"
4 x 100 m freestyle relay,400,Female,42,03:35.20,215022,54.53,,Petra Dallmann,Petra_Dallmann,Germany,Europe,"Monday, July 31, 2006",,"Budapest, Hungary"
4 x 100 m freestyle relay,400,Female,42,03:35.20,215022,53.87,,Daniela Götz,Daniela_Götz,Germany,Europe,"Monday, July 31, 2006",,"Budapest, Hungary"
4 x 100 m freestyle relay,400,Female,42,03:35.20,215022,52.66,,Britta Steffen,Britta_Steffen,Germany,Europe,"Monday, July 31, 2006",,"Budapest, Hungary"
4 x 100 m freestyle relay,400,Female,42,03:35.20,215022,54.16,,Annika Liebs,Annika_Liebs,Germany,Europe,"Monday, July 31, 2006",,"Budapest, Hungary"
400 m freestyle,400,Female,50,04:02.10,242013,,,Laure Manaudou,Laure_Manaudou,France,Europe,"Sunday, August 6, 2006",European Championships,"Budapest, Hungary"
4 x 100 m medley relay,400,Female,40,03:55.70,235074,01:00.8,Final,Emily Seebohm,Emily_Seebohm,Australia,Oceania,"Saturday, March 31, 2007",World Championships,"Melbourne, Australia"
4 x 100 m medley relay,400,Female,40,03:55.70,235074,01:04.9,Final,Leisel Jones,Leisel_Jones,Australia,Oceania,"Saturday, March 31, 2007",World Championships,"Melbourne, Australia"
4 x 100 m medley relay,400,Female,40,03:55.70,235074,57.18,Final,Jessicah Schipper,Jessicah_Schipper,Australia,Oceania,"Saturday, March 31, 2007",World Championships,"Melbourne, Australia"
4 x 100 m medley relay,400,Female,40,03:55.70,235074,52.53,Final,Libby Lenton,Libby_Lenton,Australia,Oceania,"Saturday, March 31, 2007",World Championships,"Melbourne, Australia"
400 m individual medley,400,Female,31,04:32.90,272089,,,Katie Hoff,Katie_Hoff,United States,America,"Sunday, April 1, 2007",,"Melbourne, Australia"
4 x 100 m freestyle relay,400,Female,43,03:33.60,213062,53.77,,Inge Dekker,Inge_Dekker,Netherlands,Europe,"Tuesday, March 18, 2008",,"Eindhoven, Netherlands"
4 x 100 m freestyle relay,400,Female,43,03:33.60,213062,53.61,,Ranomi Kromowidjojo,Ranomi_Kromowidjojo,Netherlands,Europe,"Tuesday, March 18, 2008",,"Eindhoven, Netherlands"
4 x 100 m freestyle relay,400,Female,43,03:33.60,213062,53.62,,Femke Heemskerk,Femke_Heemskerk,Netherlands,Europe,"Tuesday, March 18, 2008",,"Eindhoven, Netherlands"
4 x 100 m freestyle relay,400,Female,43,03:33.60,213062,52.62,,Marleen Veldhuis,Marleen_Veldhuis,Netherlands,Europe,"Tuesday, March 18, 2008",,"Eindhoven, Netherlands"
400 m individual medley,400,Female,32,04:31.50,271046,,,Stephanie Rice,Stephanie_Rice,Australia,Oceania,"Saturday, March 22, 2008",,"Sydney, Australia"
400 m freestyle,400,Female,51,04:01.50,241053,,,Federica Pellegrini,Federica_Pellegrini,Italy,Europe,"Monday, March 24, 2008",European Championships,"Eindhoven, Netherlands"
400 m individual medley,400,Female,33,04:31.10,271012,,,Katie Hoff,Katie_Hoff,United States,America,"Sunday, June 29, 2008",,"Omaha, United States"
400 m individual medley,400,Female,34,04:29.50,269045,,,Stephanie Rice,Stephanie_Rice,Australia,Oceania,"Sunday, August 10, 2008",,"Beijing, China"
4 x 100 m medley relay,400,Female,41,03:52.70,232069,59.33,Final,Emily Seebohm,Emily_Seebohm,Australia,Oceania,"Sunday, August 17, 2008",Olympic Games,"Beijing, China"
4 x 100 m medley relay,400,Female,41,03:52.70,232069,01:04.6,Final,Leisel Jones,Leisel_Jones,Australia,Oceania,"Sunday, August 17, 2008",Olympic Games,"Beijing, China"
4 x 100 m medley relay,400,Female,41,03:52.70,232069,56.25,Final,Jessicah Schipper,Jessicah_Schipper,Australia,Oceania,"Sunday, August 17, 2008",Olympic Games,"Beijing, China"
4 x 100 m medley relay,400,Female,41,03:52.70,232069,52.53,Final,Libby Trickett,Libby_Trickett,Australia,Oceania,"Sunday, August 17, 2008",Olympic Games,"Beijing, China"
400 m freestyle,400,Female,52,04:00.70,240066,,,Joanne Jackson,Joanne_Jackson,United Kingdom,Europe,"Monday, March 16, 2009",British Championships,"Sheffield, United Kingdom"
400 m freestyle,400,Female,53,04:00.40,240041,,,Federica Pellegrini,Federica_Pellegrini,Italy,Europe,"Saturday, June 27, 2009",Mediterranean Games,"Pescara, Italy"
400 m freestyle,400,Female,54,03:59.20,239015,,,Federica Pellegrini,Federica_Pellegrini,Italy,Europe,"Sunday, July 26, 2009",World Championships,"Rome, Italy"
4 x 100 m freestyle relay,400,Female,44,03:31.70,211072,53.61,,Inge Dekker,Inge_Dekker,Netherlands,Europe,"Sunday, July 26, 2009",,"Rome, Italy"
4 x 100 m freestyle relay,400,Female,44,03:31.70,211072,52.3,,Ranomi Kromowidjojo,Ranomi_Kromowidjojo,Netherlands,Europe,"Sunday, July 26, 2009",,"Rome, Italy"
4 x 100 m freestyle relay,400,Female,44,03:31.70,211072,53.03,,Femke Heemskerk,Femke_Heemskerk,Netherlands,Europe,"Sunday, July 26, 2009",,"Rome, Italy"
4 x 100 m freestyle relay,400,Female,44,03:31.70,211072,52.78,,Marleen Veldhuis,Marleen_Veldhuis,Netherlands,Europe,"Sunday, July 26, 2009",,"Rome, Italy"
4 x 100 m medley relay,400,Female,42,03:52.20,232019,58.98,Final,Zhao Jing,Zhao_Jing,China,Asia,"Saturday, August 1, 2009",World Championships,"Rome, Italy"
